X,Y,OBJECTID,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,agency_id,jurisdiction_id,location_type,parent_station,relative_position,cardinal_direction,wheelchair_boarding,primary_street,address_range,cross_location,Route,Route_Dir,Shelter,Bench,Schedule,Light,Reaitime,PK_MD_WE
-89.290044049263031,43.147353538645845,4131,9472,9472,American & Eastpark (SB),This stop (#9472) is southbound on the 4598 block of American Pkwy farside Eastpark Blvd,43.147351,-89.290045,MMT,CMAD,0,,1,180,1,American,4598,Eastpark,"25, 26",,0,0,1,0,0,111
-89.302516079727539,43.131705506803399,4132,9475,9475,E Washington & E Springs (EB),This stop (#9475) is eastbound on the 4801 block of E Washington Ave farside East Springs Dr,43.131703,-89.302517,MMT,CMAD,0,,1,90,1,E Washington,4801,E Springs,26,,0,0,0,0,0,111
-89.314672128200726,43.108741470282048,4133,9479,9479,Commercial & Nakoosa (NB),This stop (#9479) is northbound on the 4098 block of Commercial Ave farside Nakoosa Trl,43.108739,-89.314673,MMT,CMAD,0,,1,0,1,Commercial,4098,Nakoosa,30,,0,0,0,0,0,111
-89.303520067105509,43.136872509272273,4134,9480,9480,Forest Run & Forest Ridge (SB),This stop (#9480) is southbound on the 4700 block of Forest Run Rd nearside Forest Ridge Way,43.13687,-89.303521,MMT,CMAD,0,,3,180,1,Forest Run,4700,Forest Ridge,6,,0,0,0,0,0,111
-89.299057035062489,43.151803529109102,4135,9486,9486,Eastpark & Biltmore (SB),This stop (#9486) is southbound on the 4701 block of Eastpark Blvd farside Biltmore Ln,43.151801,-89.299058,MMT,CMAD,0,,1,180,1,Eastpark,4701,Biltmore,26,,0,0,0,0,0,111
-89.349322071527226,43.127496436741872,4136,9488,9488,International & Elder Care (SB),This stop (#9488) is southbound on the 2800 block of International Ln adjacent Elder Care Driveway,43.127494,-89.349323,MMT,CMAD,0,,2,180,1,International,2800,Elder Care,20,,0,0,0,0,0,111
-89.317432097912473,43.121385476286662,4137,9491,9491,E Washington & Lien (EB),This stop (#9491) is eastbound on the 3901 block of E Washington Ave farside Lien Rd,43.121383,-89.317433,MMT,CMAD,0,,1,90,1,E Washington,3901,Lien,6,,0,0,0,0,0,111
-89.349731075490837,43.125732435227285,4138,9493,9493,International & American (NB),This stop (#9493) is northbound on the 2701 block of International Ln farside American Ln,43.12573,-89.349732,MMT,CMAD,0,,1,0,1,International,2701,American,20,,0,0,0,0,0,111
-89.315816064404146,43.135629490904158,4139,9494,9494,Portage & Rieder (SB),This stop (#9494) is southbound on the 3000 block of Portage Rd nearside Rieder Rd,43.135627,-89.315817,MMT,CMAD,0,,3,180,1,Portage,3000,Rieder,6,,0,0,0,0,0,111
-89.287897082832572,43.132756527675973,4140,9498,9498,City View & Wall (SB),This stop (#9498) is southbound on the 2800 block of City View Dr nearside Wall St,43.132754,-89.287898,MMT,CMAD,0,,3,180,1,City View,2800,Wall,26,,0,0,0,0,0,111
-89.284233063094888,43.142575542803023,4141,9501,9501,High Crossing & Cross Hill (EB),This stop (#9501) is eastbound on the 5499 block of High Crossing Blvd nearside Cross Hill Dr,43.142573,-89.284234,MMT,CMAD,0,,3,90,1,High Crossing,5499,Cross Hill,26,,0,0,0,0,0,111
-89.347167061515648,43.13187344341133,4142,9503,9503,International & Air Freight (NB),This stop (#9503) is northbound on the 3501 block of International Ln adjacent Air Freight Driveway,43.131871,-89.347168,MMT,PRIV,0,,2,0,0,International,3501,Air Freight,20,,0,0,0,0,0,111
-89.303455079323385,43.131607505157206,4143,9520,9520,E Washington & E Springs (WB),This stop (#9520) is westbound on the 4798 block of E Washington Ave farside East Springs Dr,43.131605,-89.303456,MMT,CMAD,0,,1,270,1,E Washington,4798,E Springs,"6, 26",,0,0,0,0,0,111
-89.315579100052091,43.121097479068254,4144,9524,9524,Lien & Parkside (WB),This stop (#9524) is westbound on the 3998 block of Lien Rd farside Parkside Dr,43.121095,-89.31558,MMT,CMAD,0,,1,270,0,Lien,3998,Parkside,20,,0,0,0,0,0,111
-89.295463055002074,43.144010527296409,4145,9527,9527,W Terrace & Eastpark (EB),This stop (#9527) is eastbound on the 5101 block of Terrace Dr (W) farside Eastpark Blvd,43.144008,-89.295464,MMT,CMAD,0,,1,90,1,W Terrace,5101,Eastpark,26,,0,0,0,0,0,111
-89.30693210294784,43.120884490981645,4146,9531,9531,Lien & Eagan (EB),This stop (#9531) is eastbound on the 4301 block of Lien Rd farside Eagan Rd,43.120882,-89.306933,MMT,CMAD,0,,1,90,1,Lien,4301,Eagan,30,,0,0,1,0,0,111
-89.337038093261526,43.120657449593082,4147,9532,9532,Anderson & Pearson (WB),This stop (#9532) is westbound on the 3100 block of Anderson St nearside Pearson St,43.120655,-89.337039,MMT,CMAD,0,,3,270,0,Anderson,3100,Pearson,20,,0,0,0,0,0,111
-89.310227079652776,43.130467493948565,4148,9545,9545,Melody & Independence (EB),This stop (#9545) is eastbound on the 4399 block of Melody Ln nearside Independence Ln,43.130465,-89.310228,MMT,CMAD,0,,3,90,1,Melody,4399,Independence,6,,0,0,1,0,0,111
-89.303288055472677,43.142307514568081,4149,9549,9549,Hayes & Morningside (EB),This stop (#9549) is eastbound on the 4665 block of Hayes Rd adjacent Morningside/green Apts,43.142305,-89.303289,MMT,CMAD,0,,2,90,1,Hayes,4665,Morningside,6,,0,1,0,0,0,111
-89.323305105533706,43.117432465353339,4150,9551,9551,E Washington & Macarthur (EB),This stop (#9551) is eastbound on the 3701 block of E Washington Ave farside Macarthur Rd,43.11743,-89.323306,MMT,CMAD,0,,1,90,1,E Washington,3701,Macarthur,"6, 20",,0,0,0,0,0,111
-89.335928120630399,43.109374442155435,4151,9552,9552,E Washington & Melvin (WB),This stop (#9552) is westbound on the 3200 block of E Washington Ave nearside Melvin Ct,43.109372,-89.335929,MMT,CMAD,0,,3,270,1,E Washington,3200,Melvin,"6, 20, 25",,1,0,1,0,0,111
-89.321908102323846,43.118828468087635,4152,9554,9554,E Washington & Mendota (WB),This stop (#9554) is westbound on the 3798 block of E Washington Ave farside Mendota St,43.118826,-89.321909,MMT,CMAD,0,,1,270,1,E Washington,3798,Mendota,"6, 20, 25",,1,0,1,0,0,111
-89.351846079743694,43.123629430663911,4153,9562,9562,International & Anderson (SB),This stop (#9562) is southbound on the 2398 block of International Ln farside Anderson St,43.123627,-89.351847,MMT,CMAD,0,,1,180,1,International,2398,Anderson,20,,0,0,0,0,0,111
-89.330637115377201,43.11233445135381,4154,9564,9564,N Fair Oaks & E Washington (SB),This stop (#9564) is southbound on the 1098 block of Fair Oaks Ave (N) farside E Washington Ave,43.112332,-89.330638,MMT,CMAD,0,,1,180,0,N Fair Oaks,1098,E Washington,34,,0,0,0,0,0,110
-89.309427083799278,43.128774494214611,4155,9566,9566,Independence & Dwight (SB),This stop (#9566) is southbound on the 2298 block of Independence Ln farside Dwight Dr,43.128772,-89.309428,MMT,CMAD,0,,1,180,1,Independence,2298,Dwight,6,,0,0,0,0,0,111
-89.300428143916406,43.103795483750034,4156,9568,9568,N Thompson & Swanton (SB),This stop (#9568) is southbound on the 498 block of Thompson Dr (N) farside Swanton Rd,43.103793,-89.300429,MMT,CMAD,0,,1,180,1,N Thompson,498,Swanton,33,,0,0,0,0,0,100
-89.32103010290075,43.118944469607506,4157,9573,9573,E Washington & Mendota (EB),This stop (#9573) is eastbound on the 3801 block of E Washington Ave farside Mendota St,43.118942,-89.321031,MMT,CMAD,0,,1,90,1,E Washington,3801,Mendota,"6, 20, 25",,0,0,1,0,0,111
-89.291064057016598,43.143925533747002,4158,9581,9581,E Terrace & Herzing (EB),This stop (#9581) is eastbound on the 5217 block of Terrace Dr (E) opposite Herzing University,43.143923,-89.291065,MMT,CMAD,0,,4,90,1,E Terrace,5217,Herzing,26,,0,0,0,0,0,111
-89.313994093724176,43.123737482964195,4159,9587,9587,E Washington & Portage (EB),This stop (#9587) is eastbound on the 4101 block of E Washington Ave farside Portage Rd,43.123735,-89.313995,MMT,CMAD,0,,1,90,1,E Washington,4101,Portage,6,,0,0,0,0,0,111
-89.308712086391793,43.127959494212689,4160,9588,9588,E Washington & Independence (WB),This stop (#9588) is westbound on the 4498 block of E Washington Ave farside Independence Ln,43.127957,-89.308713,MMT,CMAD,0,,1,270,1,E Washington,4498,Independence,"6, 25",,0,0,0,0,0,111
-89.305042136398299,43.106566480799401,4161,9591,9591,Commercial & Redland (EB),This stop (#9591) is eastbound on the 4399 block of Commercial Ave nearside Redland Dr,43.106564,-89.305043,MMT,CMAD,0,,3,90,1,Commercial,4399,Redland,30,,0,0,0,0,0,111
-89.28653703986123,43.152301548516817,4162,9595,9595,American & American Family (NB),This stop (#9595) is northbound on the 5201 block of American Pkwy farside American Family Dr,43.152299,-89.286538,MMT,CMAD,0,,1,0,0,American,5201,American Family,25,,0,0,0,0,0,100
-89.296083148169402,43.102627488686664,4163,9604,9604,N Thompson & Meadows (WB),This stop (#9604) is westbound on the 401 block of Thompson Dr (N) adjacent Meadows Apts,43.102625,-89.296084,MMT,CMAD,0,,2,270,1,N Thompson,401,Meadows,33,,0,0,0,0,0,100
-89.290344082810307,43.132400524092823,4164,9615,9615,Crossroads & Wall (NB),This stop (#9615) is northbound on the 2501 block of Crossroads Dr farside Wall St,43.132398,-89.290345,MMT,CMAD,0,,1,0,1,Crossroads,2501,Wall,26,,0,0,0,0,0,111
-89.294680093836121,43.126567512618536,4165,9620,9620,E Springs & Menards (WB),This stop (#9620) is westbound on the 2100 block of East Springs Dr adjacent Menards,43.126565,-89.294681,MMT,CMAD,0,,2,270,1,E Springs,2100,Menards,36,,0,0,0,0,0,111
-89.314376129658754,43.108382470649644,4166,9629,9629,Nakoosa & Commercial (EB),This stop (#9629) is eastbound on the 4101 block of Nakoosa Trl farside Commercial Ave,43.10838,-89.314377,MMT,CMAD,0,,1,90,1,Nakoosa,4101,Commercial,30,,0,0,0,0,0,111
-89.290013042785333,43.150263541168471,4167,9630,9630,American & Buttonwood (SB),This stop (#9630) is southbound on the 4898 block of American Pkwy farside Buttonwood Dr,43.150261,-89.290014,MMT,CMAD,0,,1,180,1,American,4898,Buttonwood,25,,0,0,0,0,0,100
-89.305994053281097,43.142542510745294,4168,9633,9633,Hayes & Portage (EB),This stop (#9633) is eastbound on the 4601 block of Hayes Rd farside Portage Rd,43.14254,-89.305995,MMT,CMAD,0,,1,90,1,Hayes,4601,Portage,6,,0,0,1,0,0,111
-89.29646611766924,43.115932500558877,4169,9636,9636,N Thompson & Oak Valley (SB),This stop (#9636) is southbound on the 1200 block of Thompson Dr (N) nearside Oak Valley Dr,43.11593,-89.296467,MMT,CMAD,0,,3,180,1,N Thompson,1200,Oak Valley,30,,0,0,0,0,0,111
-89.330717103722208,43.117169454933446,4170,9642,9642,Wright & Straubel (SB),This stop (#9642) is southbound on the 1598 block of Wright St nearside Straubel St,43.117167,-89.330718,MMT,CMAD,0,,3,180,1,Wright,1598,Straubel,"6, 20, 34",,0,0,0,0,0,111
-89.296342117511983,43.116156501082422,4171,9645,9645,N Thompson & Oak Valley (NB),This stop (#9645) is northbound on the 1201 block of Thompson Dr (N) farside Oak Valley Dr,43.116154,-89.296343,MMT,CMAD,0,,1,0,1,N Thompson,1201,Oak Valley,30,,0,0,0,0,0,111
-89.301093030136585,43.153515527671473,4172,9651,9651,Eastpark & U W Health (EB),This stop (#9651) is eastbound on the 4651 block of Eastpark Blvd opposite U W Health American Center,43.153513,-89.301094,MMT,CMAD,0,,4,90,1,Eastpark,4651,U W Health,26,,0,0,1,0,0,111
-89.300748142822272,43.104153484260358,4173,9652,9652,Swanton & N Thompson (SB),This stop (#9652) is southbound on the 398 block of Swanton Rd farside Thompson Rd (N),43.104151,-89.300749,MMT,CMAD,0,,1,180,1,Swanton,398,N Thompson,"30, 33",,1,0,1,0,0,111
-89.349797083656085,43.122527432998361,4174,9666,9666,Anderson & Pankratz (WB),This stop (#9666) is westbound on the 2298 block of Anderson St farside Pankratz St,43.122525,-89.349798,MMT,CMAD,0,,1,270,1,Anderson,2298,Pankratz,20,,0,0,0,0,0,111
-89.312834077982885,43.130765491175318,4175,9670,9670,Melody & Stuart (WB),This stop (#9670) is westbound on the 4198 block of Melody Ln farside Stuart Ct,43.130763,-89.312835,MMT,CMAD,0,,1,270,1,Melody,4198,Stuart,6,,0,0,0,0,0,111
-89.330071097416337,43.120034458445019,4176,9675,9675,Anderson & Wright (EB),This stop (#9675) is eastbound on the 3401 block of Anderson St farside Wright St,43.120032,-89.330072,MMT,CMAD,0,,1,90,1,Anderson,3401,Wright,20,,0,0,1,0,0,111
-89.308753091815589,43.12528249148054,4177,9677,9677,East Towne & Eagan (EB),This stop (#9677) is eastbound on the 4301 block of East Towne Blvd farside Eagan Rd,43.12528,-89.308754,MMT,CMAD,0,,1,90,1,East Towne,4301,Eagan,"6, 20, 30",,0,0,0,0,0,111
-89.285746027902135,43.158165555579295,4178,9684,9684,American Family & American (WB),This stop (#9684) is westbound on the 6000 block of American Family Driveway farside American Pkwy,43.158163,-89.285747,MMT,PRIV,0,,1,270,1,American Family,6000,American,25,,0,0,0,0,0,100
-89.316889099144575,43.120883477358952,4179,9685,9685,Lien & E Washington (EB),This stop (#9685) is eastbound on the 3901 block of Lien Rd farside E Washington Ave,43.120881,-89.31689,MMT,CMAD,0,,1,90,1,Lien,3901,E Washington,20,,0,0,0,0,0,111
-89.330393119669907,43.110391450895548,4180,9693,9693,N Fair Oaks & Lexington (NB),This stop (#9693) is northbound on the 899 block of Fair Oaks Ave (N) nearside Lexington Ave,43.110389,-89.330394,MMT,CMAD,0,,3,0,0,N Fair Oaks,899,Lexington,34,,0,0,0,0,0,110
-89.297647080331274,43.131987513811772,4181,9701,9701,High Crossing & E Springs (EB),This stop (#9701) is eastbound on the 4801 block of High Crossing Blvd farside East Springs Dr,43.131985,-89.297648,MMT,CMAD,0,,1,90,1,High Crossing,4801,E Springs,26,,0,0,0,0,0,111
-89.309247055937107,43.140503504275671,4182,9715,9715,Portage & Village (NB),This stop (#9715) is northbound on the 3699 block of Portage Rd nearside Village Ln,43.140501,-89.309248,MMT,CMAD,0,,3,0,1,Portage,3699,Village,6,,0,0,0,0,0,111
-89.298957033951709,43.152260530037182,4183,9717,9717,Eastpark & Biltmore (NB),This stop (#9717) is northbound on the 4698 block of Eastpark Blvd farside Biltmore Ln,43.152258,-89.298958,MMT,CMAD,0,,1,0,1,Eastpark,4698,Biltmore,26,,0,0,0,0,0,111
-89.307154101154083,43.121260490645682,4184,9719,9719,Eagan & Lien (NB),This stop (#9719) is northbound on the 1701 block of Eagan Rd farside Lien Rd,43.121258,-89.307155,MMT,CMAD,0,,1,0,1,Eagan,1701,Lien,"20, 30",,0,0,1,0,0,111
-89.290653082959963,43.132472523960743,4185,9720,9720,Crossroads & Wall (SB),This stop (#9720) is southbound on the 2500 block of Crossroads Dr nearside Wall St,43.13247,-89.290654,MMT,CMAD,0,,3,180,1,Crossroads,2500,Wall,26,,0,0,0,0,0,111
-89.31551906466683,43.135763491297851,4186,9723,9723,Portage & Rieder (NB),This stop (#9723) is northbound on the 3001 block of Portage Rd farside Rieder Rd,43.135761,-89.31552,MMT,CMAD,0,,1,0,1,Portage,3001,Rieder,6,,0,0,0,0,0,111
-89.33433309433542,43.120359452946609,4187,9724,9724,Anderson & Hoffman (WB),This stop (#9724) is westbound on the 3298 block of Anderson St farside Hoffman St,43.120357,-89.334334,MMT,CMAD,0,,1,270,1,Anderson,3298,Hoffman,20,,0,0,0,0,0,111
-89.329780083752766,43.125576462505691,4188,9725,9725,Kinsman & Wright (EB),This stop (#9725) is eastbound on the 3501 block of Kinsman Blvd farside Wright St,43.125574,-89.329781,MMT,CMAD,0,,1,90,1,Kinsman,3501,Wright,"6, 34",,0,0,0,0,0,110
-89.348778071814067,43.127406438100898,4189,9729,9729,International & Elder Care (NB),This stop (#9729) is northbound on the 2901 block of International Ln opposite Elder Care Driveway,43.127404,-89.348779,MMT,CMAD,0,,4,0,1,International,2901,Elder Care,20,,0,0,0,0,0,111
-89.309871133707063,43.106991474504746,4190,9733,9733,Walsh & Commercial (NB),This stop (#9733) is northbound on the 701 block of Walsh Rd farside Commercial Ave,43.106989,-89.309872,MMT,CMAD,0,,1,0,1,Walsh,701,Commercial,30,,0,0,0,0,0,111
-89.331139127839378,43.107079447004033,4191,9740,9740,Commercial N & N Fair Oaks (WB),This stop (#9740) is westbound on the 3398 block of Commercial Ave (N) farside Fair Oaks Ave (N),43.107077,-89.33114,MMT,CMAD,0,,1,270,1,Commercial N,3398,N Fair Oaks,17,,0,1,1,0,0,111
-89.290000042714411,43.150684541589072,4192,9744,9744,Buttonwood & American Family (WB),This stop (#9744) is westbound on the 5498 block of Buttonwood Dr farside American Family Dr,43.150682,-89.290001,MMT,CMAD,0,,1,270,1,Buttonwood,5498,American Family,26,,0,0,0,0,0,111
-89.296053126601095,43.112153497791489,4193,9745,9745,N Thompson & Golden Leaf (NB),This stop (#9745) is northbound on the 999 block of Thompson Dr (N) farside Golden Leaf Trl,43.112151,-89.296054,MMT,CMAD,0,,1,0,1,N Thompson,999,Golden Leaf,30,,0,0,0,0,0,111
-89.2915170520385,43.146173535393643,4194,9747,9747,E Terrace & Eastpark (EB),This stop (#9747) is eastbound on the 5299 block of Terrace Dr (E) nearside Eastpark Blvd,43.146171,-89.291518,MMT,CMAD,0,,3,90,1,E Terrace,5299,Eastpark,26,,0,0,0,0,0,111
-89.327422109073964,43.115332458462881,4195,9750,9750,E Washington & Schmedeman (WB),This stop (#9750) is westbound on the 3550 block of E Washington Ave farside Schmedeman Ave,43.11533,-89.327423,MMT,CMAD,0,,1,270,1,E Washington,3550,Schmedeman,6,,0,0,0,0,0,111
-89.312041128101612,43.1093034742794,4196,9753,9753,Nakoosa & Walmart (EB),This stop (#9753) is eastbound on the 4141 block of Nakoosa Trl opposite Walmart Driveway,43.109301,-89.312042,MMT,CMAD,0,,4,90,1,Nakoosa,4141,Walmart,30,,0,0,1,0,0,111
-89.309198091270261,43.125452491397091,4197,9759,9759,Eagan & East Towne (NB),This stop (#9759) is northbound on the 1751 block of Eagan Rd farside East Towne Blvd,43.12545,-89.309199,MMT,CMAD,0,,1,0,1,Eagan,1751,East Towne,6,,0,0,0,0,0,111
-89.299048133084355,43.108745490369273,4198,9770,9770,N Thompson & Jana (SB),This stop (#9770) is southbound on the 800 block of Thompson Dr (N) nearside Jana Ln,43.108743,-89.299049,MMT,CMAD,0,,3,180,1,N Thompson,800,Jana,30,,0,0,0,0,0,111
-89.310180134289226,43.106857474505603,4199,9778,9778,Walsh & Commercial (SB),This stop (#9778) is southbound on the 700 block of Walsh Rd nearside Commercial Ave,43.106855,-89.310181,MMT,CMAD,0,,3,180,1,Walsh,700,Commercial,30,,0,0,0,0,0,111
-89.307008087892839,43.12744749639225,4200,9783,9783,East Towne & Independence (EB),This stop (#9783) is eastbound on the 4501 block of East Towne Blvd farside Independence Ln,43.127445,-89.307009,MMT,CMAD,0,,1,90,1,East Towne,4501,Independence,"26, 36",,0,0,0,0,0,111
-89.288581156659674,43.099280494723452,4201,9785,9785,N Thompson & Milwaukee (NB),This stop (#9785) is northbound on the 1 block of Thompson Dr (N) farside Milwaukee St,43.099278,-89.288582,MMT,CMAD,0,,1,0,1,N Thompson,1,Milwaukee,33,,0,0,1,0,0,100
-89.32725908462433,43.12552046658643,4202,9787,9787,Kinsman & N Stoughton (EB),This stop (#9787) is eastbound on the 3647 block of Kinsman Blvd nearside Stoughton Rd (N),43.125518,-89.32726,MMT,CMAD,0,,3,90,1,Kinsman,3647,N Stoughton,"6, 34",,0,0,0,0,0,110
-89.350238077174538,43.125258434179699,4203,9790,9790,International & American (SB),This stop (#9790) is southbound on the 2698 block of International Ln farside American Ln,43.125256,-89.350239,MMT,CMAD,0,,1,180,1,International,2698,American,20,,0,0,0,0,0,111
-89.323306085801164,43.125509472326009,4204,9797,9797,Kinsman & Bartillon (EB),This stop (#9797) is eastbound on the 3701 block of Kinsman Blvd nearside Bartillon Dr,43.125507,-89.323307,MMT,CMAD,0,,3,90,1,Kinsman,3701,Bartillon,"6, 20",,0,0,0,0,0,111
-89.287742075597919,43.136105531052152,4205,9799,9799,City View & Burke (NB),This stop (#9799) is northbound on the 3101 block of City View Dr farside Burke Rd,43.136103,-89.287743,MMT,CMAD,0,,1,0,1,City View,3101,Burke,26,,0,0,0,0,0,111
-89.330677119000228,43.110803451080841,4206,9802,9802,N Fair Oaks & Lexington (SB),This stop (#9802) is southbound on the 900 block of Fair Oaks Ave (N) nearside Lexington Ave,43.110801,-89.330678,MMT,CMAD,0,,3,180,0,N Fair Oaks,900,Lexington,34,,0,0,0,0,0,110
-89.285271035817686,43.154601552810725,4207,9803,9803,American & Tancho (NB),This stop (#9803) is northbound on the 5599 block of American Pkwy nearside Tancho Dr,43.154599,-89.285272,MMT,CMAD,0,,3,0,0,American,5599,Tancho,25,,0,0,0,0,0,100
-89.310889088392955,43.126430490135732,4208,9810,9810,E Washington & Eagan (WB),This stop (#9810) is westbound on the 4298 block of E Washington Ave farside Eagan Rd,43.126428,-89.31089,MMT,CMAD,0,,1,270,1,E Washington,4298,Eagan,6,,1,0,1,0,0,111
-89.301420149444255,43.101388480614212,4209,9811,9811,Swanton & Easley (NB),This stop (#9811) is northbound on the 115 block of Swanton Rd nearside Easley Ln,43.101386,-89.301421,MMT,CMAD,0,,3,0,1,Swanton,115,Easley,"30, 33",,0,0,0,0,0,111
-89.312522128011736,43.109303473440313,4210,9812,9812,Nakoosa & Walmart (WB),This stop (#9812) is westbound on the 4198 block of Nakoosa Trl adjacent Walmart Driveway,43.109301,-89.312523,MMT,CMAD,0,,2,270,1,Nakoosa,4198,Walmart,30,,0,0,1,0,0,111
-89.348307068066603,43.129035439921971,4211,9817,9817,International & Darwin (NB),This stop (#9817) is northbound on the 3101 block of International Ln farside Darwin Rd,43.129033,-89.348308,MMT,CMAD,0,,1,0,1,International,3101,Darwin,20,,0,0,0,0,0,111
-89.284727062729019,43.142718542139072,4212,9822,9822,High Crossing & Cross Hill (WB),This stop (#9822) is westbound on the 5498 block of High Crossing Blvd farside Cross Hill Dr,43.142716,-89.284728,MMT,CMAD,0,,1,270,1,High Crossing,5498,Cross Hill,26,,0,0,0,0,0,111
-89.288028076076102,43.135559530219247,4213,9826,9826,City View & Burke (SB),This stop (#9826) is southbound on the 3098 block of City View Dr farside Burke Rd,43.135557,-89.288029,MMT,CMAD,0,,1,180,1,City View,3098,Burke,26,,0,0,0,0,0,111
-89.293312040107807,43.150893536911965,4214,9829,9829,Biltmore & Buttonwood (NB),This stop (#9829) is northbound on the 4901 block of Biltmore Ln farside Buttonwood Dr,43.150891,-89.293313,MMT,CMAD,0,,1,0,1,Biltmore,4901,Buttonwood,26,,0,0,0,0,0,111
-89.346807113639983,43.11118142995781,4215,9837,9837,Shopko & Aberg (NB),This stop (#9837) is northbound on the 2699 block of Shopko Dr farside Aberg Ave,43.111179,-89.346808,MMT,CMAD,0,,1,0,1,Shopko,2699,Aberg,"17, 20",,0,0,0,0,0,111
-89.300564065948151,43.138150515014978,4216,9842,9842,Forest Run & Hayes (WB),This stop (#9842) is westbound on the 4898 block of Forest Run Rd farside Hayes Rd,43.138148,-89.300565,MMT,CMAD,0,,1,270,1,Forest Run,4898,Hayes,6,,0,0,0,0,0,111
-89.30073113619693,43.107081486842638,4217,9844,9844,N Thompson & Commercial (SB),This stop (#9844) is southbound on the 700 block of Thompson Dr (N) nearside Commercial Ave,43.107079,-89.300732,MMT,CMAD,0,,3,180,1,N Thompson,700,Commercial,30,,0,0,0,0,0,111
-89.349501084930495,43.121953433248891,4218,9847,9847,Anderson & Pankratz (EB),This stop (#9847) is eastbound on the 2301 block of Anderson St farside Pankratz St,43.121951,-89.349502,MMT,CMAD,0,,1,90,1,Anderson,2301,Pankratz,20,,0,0,0,0,0,111
-89.310823100362754,43.121058485586254,4219,9849,9849,Lien & Thierer (EB),This stop (#9849) is eastbound on the 4201 block of Lien Rd farside Thierer Rd,43.121056,-89.310824,MMT,CMAD,0,,1,90,1,Lien,4201,Thierer,20,,0,0,1,0,0,111
-89.302188071432226,43.135599509833163,4220,9857,9857,Forest Run & Anniversary (NB),This stop (#9857) is northbound on the 4799 block of Forest Run Rd farside Anniversary Ln,43.135597,-89.302189,MMT,CMAD,0,,1,0,1,Forest Run,4799,Anniversary,6,,0,0,0,0,0,111
-89.300031094362254,43.125507504518581,4221,9863,9863,Zeier & E Springs (NB),This stop (#9863) is northbound on the 2101 block of Zeier Rd farside East Springs Dr,43.125505,-89.300032,MMT,CMAD,0,,1,0,1,Zeier,2101,E Springs,36,,0,0,0,0,0,111
